stop_id,lon,lat
30606,129.3560484,35.56087629
30605,129.356069,35.5606308
15810,129.2657419,35.52243809
15809,129.2662178,35.52245593
31023,129.3079278,35.53674336
31024,129.3077303,35.53695509
40744,129.3120532,35.558019
59383,129.1705832,35.41447317
30544,129.171235,35.4147909
76902,129.1708522,35.41438632
76901,129.1705052,35.41441534
20618,129.1239956,35.56512202
15258,129.2764012,35.61315976
15257,129.2762193,35.61314213
40247,129.2547635,35.55714756
76101,129.2545612,35.557603
22114,129.3024261,35.48250737
22113,129.3022616,35.4826299
22112,129.3007415,35.48273099
22111,129.3003528,35.48327707
22117,129.3031117,35.48142003
22118,129.3034602,35.48089075
60411,129.4210199,35.5140711
60412,129.4208618,35.51406935
30229,129.1040834,35.57565745
30230,129.104037,35.57581884
15423,129.1045991,35.5837541
15424,129.1043304,35.58381286
30151,129.0864541,35.59066009
30152,129.0857322,35.59128838
15118,129.1229128,35.61337767
15117,129.1229011,35.61286694
30393,129.1262404,35.60579009
30335,129.1375152,35.59955436
30336,129.1384554,35.60044757
59140,129.0398684,35.33264416
59141,129.0397567,35.33215218
21102,129.2652984,35.57921805
21101,129.2651857,35.57930853
21114,129.2717,35.5589774
21113,129.2724414,35.55817284
21124,129.2663165,35.56934851
21106,129.2665107,35.56852266
21105,129.2662112,35.56792795
21118,129.266431,35.56797656
21116,129.2743589,35.55695855
21115,129.2742151,35.5568252
21109,129.2671614,35.56280781
21110,129.2671608,35.56307139
21108,129.2661465,35.56572381
21107,129.265977,35.56627214
21121,129.2689715,35.56835926
21126,129.2705029,35.5686224
21125,129.2707243,35.56865209
21122,129.2699556,35.56815825
21111,129.2699574,35.5605313
26232,129.4217983,35.60882902
26231,129.4219289,35.6088239
26323,129.4327721,35.60468723
26324,129.4328599,35.60460319
26229,129.4265106,35.60835225
26230,129.4268255,35.60837549
23002,129.3311399,35.53563596
31113,129.3134064,35.53634957
40801,129.3309371,35.53538107
31114,129.3139615,35.53581447
31115,129.3138854,35.53512332
12101,129.326211,35.53443844
12102,129.3268166,35.53439738
40530,129.3296551,35.53421193
40529,129.3284668,35.53577478
40411,129.3237411,35.53630572
14209,129.3297663,35.63425081
14211,129.3299553,35.63441954
14504,129.3160526,35.63880957
14503,129.3139821,35.63654322
14508,129.3166845,35.63132711
14507,129.3168586,35.63148055
14215,129.3283678,35.63520394
14212,129.3282561,35.63295463
14210,129.3279907,35.63289873
14510,129.3148041,35.63036085
14509,129.3149749,35.63066161
14502,129.3151644,35.63075376
65036,129.2330566,35.51758762
24450,129.1973133,35.50803394
24449,129.1974122,35.50782323
27927,129.4619993,35.58595785
27928,129.4621298,35.58596315
27917,129.4558927,35.58532198
27918,129.4560382,35.58524342
30267,129.0109514,35.53599542
15223,129.2227968,35.66732424
15224,129.2229357,35.66730998
30268,129.0108741,35.53617881
15225,129.2057926,35.66880435
15226,129.2056552,35.66868394
15447,129.2084472,35.66851547
15446,129.208464,35.66839293
31820,129.1404898,35.70472778
31819,129.1404809,35.70459075
62108,129.2913469,35.57650157
62107,129.2913324,35.57667079
15234,129.2230836,35.65166607
15233,129.2227776,35.65154242
15300,129.2248318,35.65303093
15299,129.2248375,35.65287015
76802,129.1797748,35.43068941
76801,129.179538,35.43069888
70202,129.4266253,35.51701602
70201,129.426682,35.5166526
27109,129.4242227,35.51559881
27110,129.4246064,35.51715552
15940,129.3042065,35.50486504
15941,129.3042625,35.5042782
15288,129.0903901,35.66408762
30357,129.1683385,35.61880551
30358,129.1684489,35.61870669
